id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
2f2d8021354133248eb01fcf6b3900d8,szczecin,,97.12,3.0,1.0,1.0,1930.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,yes,no,no,no,no,864368
96fedbbc1379d44076be5a14d4fe4927,szczecin,tenement,106.39,5.0,3.0,3.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,low,no,no,no,no,no,599000
79d02b6f969ae0d89d9b047c39a971c5,szczecin,blockOfFlats,87.6,4.0,4.0,4.0,2010.0,53.45716585,14.58363125,4.04,7.0,0.124,1.228,0.94,0.852,0.162,0.703,0.23,condominium,,low,yes,no,yes,no,no,572000
33c1101cc1da505979fc97e55ed01046,szczecin,tenement,101.0,3.0,3.0,4.0,1930.0,53.4310784,14.53276289,2.05,30.0,0.26,0.621,0.302,0.463,0.209,0.644,0.186,condominium,brick,premium,no,yes,no,no,yes,559000
952d436fc41e8754239daa31036b6dc2,szczecin,tenement,49.41,2.0,2.0,4.0,1930.0,53.43586291,14.57452297,1.65,9.0,0.33,1.281,0.222,0.615,0.318,1.118,0.291,condominium,brick,premium,no,no,,no,no,319000
2a488a349f7e0bfe8fd02bb0b19dc3e5,szczecin,blockOfFlats,48.7,3.0,4.0,4.0,1980.0,53.4538212,14.6692962,7.93,0.0,,,,4.96,4.806,,4.618,cooperative,concreteSlab,,no,no,,no,no,399000
a38e9f40ae6c0e1732f2052d68a81a3b,szczecin,blockOfFlats,63.2,3.0,4.0,5.0,2000.0,53.4579273,14.5808001,4.06,8.0,0.086,1.246,0.773,0.688,0.32,0.551,0.091,cooperative,brick,premium,no,no,no,no,yes,499000
c0b6f48d5715b4e2bb2364d21cdf2d63,szczecin,blockOfFlats,42.0,2.0,2.0,4.0,1997.0,53.4568488,14.5832816,4.0,7.0,0.105,1.27,0.927,0.87,0.132,0.723,0.244,condominium,brick,,no,yes,no,no,yes,345000
b0aa9b6a7a3ab17a67cafb4a8ec79dd4,szczecin,tenement,104.0,4.0,1.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,no,no,yes,670000
8bebc86524e4cf63a85e63d09f4bb02b,szczecin,blockOfFlats,68.15,3.0,,2.0,1930.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,condominium,brick,low,yes,yes,no,no,no,650000
4e679733445ed71e835415cc1501ea39,szczecin,tenement,101.0,3.0,3.0,4.0,1930.0,53.4310784,14.53276289,2.05,30.0,0.26,0.621,0.302,0.463,0.209,0.644,0.186,condominium,brick,premium,no,yes,no,no,yes,559000
c0071d15f50330317393035076e4dd3d,szczecin,,77.86,4.0,4.0,4.0,1991.0,53.42854865,14.5330613,1.94,27.0,0.255,0.69,0.214,0.475,0.184,0.698,0.058,condominium,brick,low,yes,yes,no,no,yes,480000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,390000
52b77ce251a47b823489fc1fbf54ce99,szczecin,blockOfFlats,91.0,4.0,,2.0,1934.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,brick,premium,yes,yes,no,no,yes,970000
8ac555da0419bdf36527382da4621954,szczecin,blockOfFlats,82.2,4.0,6.0,11.0,1989.0,53.3672643,14.6542581,8.79,8.0,0.378,0.83,0.129,0.304,0.056,,0.032,cooperative,concreteSlab,premium,no,yes,yes,no,yes,659000
cd84b8661d69c6b3962187688a8c8697,szczecin,blockOfFlats,51.0,2.0,2.0,4.0,1960.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,brick,low,yes,no,no,no,yes,379000
b4db818b36b9030c3e8b701719a3d66b,szczecin,apartmentBuilding,54.18,2.0,1.0,3.0,2009.0,53.4328072,14.5152852,3.2,13.0,0.158,1.214,0.079,0.344,0.064,1.164,0.134,condominium,brick,premium,yes,yes,no,no,yes,585000
d013e14f8c51cae4f8066c4207a98bae,szczecin,,54.6,2.0,5.0,6.0,2004.0,53.43292,14.53231,2.17,25.0,0.185,0.455,0.182,0.323,0.051,0.531,0.128,condominium,,,no,yes,no,no,no,519000
d861cb6a6f3143d5edb4381b6621b6d4,szczecin,blockOfFlats,38.0,2.0,3.0,11.0,1980.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,,low,no,no,yes,no,no,380000
6ee0ade67f8b5361d6ab6b9bba191988,szczecin,apartmentBuilding,67.52,3.0,1.0,3.0,2017.0,53.3941933,14.4916033,5.63,2.0,2.031,2.967,0.366,2.156,0.375,3.893,0.608,condominium,brick,premium,yes,yes,no,no,yes,699000
6ac86a830f550d9b74f3dc14d2f3d180,szczecin,tenement,34.98,1.0,,4.0,1930.0,53.4263,14.5451,1.1,50.0,0.387,0.227,0.119,0.276,0.107,0.361,0.137,condominium,brick,,no,no,no,no,no,325000
99e798452830f9a1ca9adb3539874ba1,szczecin,blockOfFlats,60.0,3.0,2.0,3.0,,53.3668439877463,14.6658340012922,9.37,7.0,0.335,1.442,0.315,0.48,0.415,,0.27,condominium,,,no,yes,no,no,no,585000
e17302372cbe287c50869c5d59efd4fd,szczecin,tenement,48.08,2.0,4.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,,no,no,399000
db6396a201cbf1ab7adc2ea77a889460,szczecin,,46.4,2.0,1.0,4.0,1968.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,cooperative,,,no,no,,no,no,369995
041c0d5bda3250dc9b096c3a59689fe5,szczecin,,100.0,4.0,5.0,5.0,,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,no,no,yes,no,no,599000
798644f563db6fba4c3456abf15d70df,szczecin,,67.95,3.0,1.0,1.0,,53.4465706,14.51201752,4.14,3.0,0.184,0.617,0.649,0.261,0.524,1.329,0.551,condominium,,,no,no,,no,no,390000
945c3649ddbe690047500c38ec4e3424,szczecin,blockOfFlats,66.0,3.0,3.0,4.0,2013.0,53.4179653,14.5419201,1.4,9.0,0.067,0.668,0.532,0.479,0.32,0.715,0.251,condominium,brick,premium,yes,yes,yes,no,no,684900
5a2fe48c3fcd276f5117516ab4c834df,szczecin,,71.14,3.0,2.0,3.0,,53.4201,14.5859,1.69,0.0,1.692,2.377,1.858,1.691,1.14,1.907,1.585,condominium,brick,,no,no,no,no,yes,475000
88d400c58fb1f13e2f28616e9457c5c7,szczecin,blockOfFlats,44.05,3.0,2.0,4.0,1980.0,53.4517672,14.5021543,5.01,12.0,0.061,1.089,0.297,0.437,0.303,2.167,0.088,cooperative,concreteSlab,premium,no,yes,no,no,yes,479000
160de08bfab54909b1f16bf75be4c5b8,szczecin,blockOfFlats,48.0,2.0,3.0,4.0,1970.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,concreteSlab,low,no,no,no,no,yes,320000
a158bec6bf5cc353c3739a17fd81f15a,szczecin,,131.29,5.0,,2.0,1930.0,53.3615999,14.6013998,7.38,2.0,0.468,2.799,0.667,0.368,0.706,,0.661,condominium,brick,premium,yes,no,no,no,no,659000
4cc526db21afa9861c7ec26124a0951e,szczecin,blockOfFlats,77.0,3.0,,2.0,1906.0,53.44524123,14.54830179,2.57,15.0,0.517,0.556,0.316,0.275,0.16,1.082,0.081,condominium,brick,premium,no,no,no,no,yes,660000
090a9bb45ef07a993320e0af1f2afda2,szczecin,tenement,51.0,2.0,1.0,3.0,,53.43625608,14.56749532,1.49,16.0,0.301,0.822,0.382,0.238,0.119,0.86,0.133,condominium,brick,premium,no,no,no,no,yes,550000
4ccbfcd4124d75e0eb88baa1586c445b,szczecin,tenement,89.6,3.0,5.0,5.0,1950.0,53.4327647,14.5348102,2.02,40.0,0.186,0.4,0.08,0.423,0.017,0.42,0.282,condominium,brick,premium,no,no,yes,no,no,520000
0d587d3ed5f4b1d7bc24fdad8c10bebb,szczecin,,30.0,1.0,2.0,10.0,1970.0,53.399,14.5339,3.25,1.0,0.427,1.063,0.548,0.514,0.625,2.322,0.542,condominium,,low,no,no,no,no,yes,274000
08a8fee930707cc7438bdbc00dfac02d,szczecin,tenement,94.03,5.0,2.0,4.0,1930.0,53.4419693,14.5285865,2.98,10.0,0.085,0.431,1.032,0.467,0.059,0.149,0.071,condominium,brick,,no,yes,no,no,yes,850000
e9c62acccb20119e6299f186456bc2b4,szczecin,tenement,42.88,2.0,,4.0,1930.0,53.4384751,14.5639265,1.69,17.0,0.211,0.683,0.564,0.133,0.277,1.026,0.226,condominium,brick,low,no,no,no,no,yes,269000
89b34f85314d039ef5069a859a86eb53,szczecin,,44.96,2.0,,,,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,cooperative,,,no,no,,no,no,370000
6cb624f8b50855e70ec041f9dbf98d64,szczecin,,88.42,3.0,4.0,4.0,,53.4273184,14.543117,1.26,61.0,0.216,0.379,0.26,0.401,0.11,0.233,0.071,condominium,brick,premium,no,no,no,no,no,619000
32c6b57da4e116b4fdedd6547fa51f34,szczecin,,31.3,1.0,3.0,10.0,,53.428561,14.5141183,3.16,11.0,0.463,1.304,0.405,0.157,0.276,1.5,0.399,cooperative,concreteSlab,,no,no,yes,no,no,279000
390178833fbf875421a8f8569f059aad,szczecin,blockOfFlats,47.45,2.0,1.0,11.0,1975.0,53.45310034,14.52462959,4.09,3.0,0.375,0.583,0.751,0.563,0.834,1.267,0.145,condominium,concreteSlab,premium,yes,yes,yes,no,yes,382000
c36b25e573bc32e7f66614bce320a85c,szczecin,tenement,32.49,2.0,1.0,3.0,1930.0,53.4358603,14.54539124,1.73,46.0,0.082,0.233,0.325,0.16,0.134,0.283,0.325,condominium,brick,premium,no,no,no,no,yes,380000
56061518ee27b64199b8713c4e4357f3,szczecin,blockOfFlats,42.7,2.0,8.0,11.0,1980.0,53.4319533,14.5186469,2.96,10.0,0.141,1.263,0.261,0.325,0.207,1.027,0.37,condominium,concreteSlab,premium,no,yes,yes,no,yes,449000
674b05269a397e58c85463d7fd2e3e4b,szczecin,blockOfFlats,92.6,4.0,3.0,3.0,2000.0,53.3679515,14.6480244,8.45,5.0,0.632,0.434,0.523,0.724,0.329,,0.341,cooperative,brick,premium,no,yes,no,no,yes,910000
8dfdce8d371e408e1c20da06e26b41a2,szczecin,blockOfFlats,42.0,2.0,1.0,2.0,1929.0,53.44580368,14.50348712,4.55,9.0,0.245,0.43,0.416,0.32,0.361,1.848,0.375,condominium,brick,low,no,no,no,no,yes,385000
dd6603db1f9315f3f2c2873a3b7b8207,szczecin,tenement,30.02,2.0,,3.0,1930.0,53.4406575,14.5267332,2.97,12.0,0.273,0.489,0.964,0.573,0.215,0.324,0.221,condominium,brick,premium,no,no,no,no,yes,334000
c622793797fef1a6e29966277769b554,szczecin,tenement,80.17,3.0,4.0,4.0,1936.0,53.431159,14.536018,1.86,46.0,0.054,0.567,0.269,0.259,0.194,0.497,0.182,condominium,brick,low,no,no,,no,no,599000
597499b68431f0f8a7f7b1dd3d5c0004,szczecin,,74.15,3.0,,2.0,2012.0,53.40359,14.680375,8.21,1.0,0.257,3.268,0.592,1.071,1.005,,0.552,condominium,brick,premium,yes,yes,no,no,no,599000
febe15ca20b75654319c4098f6ea55a2,szczecin,tenement,94.0,3.0,3.0,3.0,,53.4282073,14.5315583,2.02,20.0,0.295,0.639,0.124,0.581,0.095,0.802,0.068,condominium,brick,low,no,no,no,no,yes,599000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.43301925,14.56977461,1.22,9.0,0.568,0.994,0.346,0.374,0.07,0.675,0.43,condominium,brick,low,no,no,no,no,yes,550000
63479090957a6c2c4fea591d55acdd80,szczecin,blockOfFlats,35.0,1.0,9.0,11.0,1986.0,53.4543534,14.5406666,3.7,10.0,0.304,0.505,0.423,0.272,0.269,1.492,0.358,condominium,,low,no,yes,no,no,no,154040
302e218dbb82294a94f9625ee3576a8c,szczecin,blockOfFlats,63.92,3.0,1.0,2.0,2014.0,53.4951,14.5867,8.15,4.0,1.426,1.18,0.143,0.168,0.135,3.646,0.131,condominium,,premium,no,yes,no,yes,no,679000
eb15c0a8a7f16a523f5cf5f61de06638,szczecin,blockOfFlats,49.5,2.0,1.0,4.0,1980.0,53.365833,14.661389,9.24,9.0,0.449,1.328,0.216,0.195,0.228,,0.236,cooperative,,low,no,yes,no,no,yes,462000
