id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
863835639f25445f584de353039e679e,szczecin,tenement,37.36,2.0,2.0,3.0,1930.0,53.4279257,14.5404657,1.45,53.0,0.041,0.555,0.232,0.266,0.128,0.259,0.149,condominium,brick,low,no,no,no,no,yes,288000
15b739bb082d9311dca09c56641248a3,szczecin,blockOfFlats,38.14,2.0,9.0,10.0,,53.4055,14.4991,4.56,5.0,0.686,2.049,0.029,1.163,0.357,2.68,0.103,condominium,,,yes,no,yes,no,yes,325000
01651e4f8f15267cd4a3023e00d3f2b7,szczecin,tenement,94.41,3.0,2.0,3.0,1920.0,53.4447,14.541,2.71,9.0,0.485,0.717,0.247,0.22,0.044,0.728,0.222,condominium,brick,premium,yes,yes,no,no,yes,750000
2e991666e17a3b18f9b68e09a42aa2ce,szczecin,blockOfFlats,54.5,3.0,2.0,4.0,1967.0,53.39495732,14.6688986,7.82,12.0,0.202,2.062,0.091,0.154,0.103,,0.092,cooperative,concreteSlab,low,no,yes,no,no,yes,450000
019bb59e73e46ab4b5078e7a3dc68939,szczecin,,81.4,3.0,4.0,4.0,,53.4514477,14.5464081,3.26,9.0,0.366,0.953,0.196,0.284,0.537,1.451,0.267,cooperative,,,no,yes,no,no,no,560000
51fb35a94929cc4c9d2fe3180f235c52,szczecin,,130.0,4.0,1.0,2.0,1997.0,53.41646,14.47735,5.59,0.0,0.978,1.325,1.177,1.349,0.734,3.615,0.97,condominium,,,yes,yes,no,no,no,799000
47ff56b82ead2a93109e179470116fd8,szczecin,blockOfFlats,56.58,2.0,4.0,5.0,2019.0,53.43911265,14.49004444,5.01,7.0,0.65,1.122,0.248,0.316,0.221,2.711,0.258,condominium,brick,premium,yes,yes,yes,no,no,580000
a33cd929c2a3a5f25494cb600f91e799,szczecin,,70.11,3.0,3.0,3.0,,53.4364939,14.5720258,1.63,13.0,0.183,1.123,0.131,0.448,0.153,1.05,0.191,condominium,,,no,no,no,no,no,480000
c43eaaab3101280cd8f9bd7bed36b424,szczecin,tenement,59.29,2.0,2.0,4.0,1900.0,53.4333,14.5477,1.41,70.0,0.133,0.241,0.062,0.322,0.113,0.515,0.146,condominium,brick,,yes,no,no,no,no,379000
bde018e9a9a21ac3aca141635fd99325,szczecin,blockOfFlats,49.05,2.0,4.0,4.0,1995.0,53.458889,14.531111,4.41,7.0,0.349,0.49,0.409,0.439,0.411,1.844,0.481,cooperative,brick,low,no,yes,no,no,yes,415000
2de23162c0e7027ce68fd899379f16c5,szczecin,blockOfFlats,47.76,2.0,8.0,12.0,1970.0,53.4581,14.5276,4.45,3.0,0.31,0.528,0.537,0.471,0.574,1.769,0.581,condominium,concreteSlab,,yes,yes,yes,no,yes,409000
1add65132ba4453ad17285eaf2fcd656,szczecin,blockOfFlats,48.67,2.0,,4.0,2020.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,no,no,yes,no,no,584000
7f1389f3706fd99624d9afa2e09295bc,szczecin,blockOfFlats,50.0,2.0,,2.0,1940.0,53.43425035,14.5074337,3.75,10.0,0.199,0.896,0.41,0.287,0.559,1.599,0.364,cooperative,brick,premium,no,no,no,no,yes,520000
4e2448f848e2ac52df9679bd3ef4d40d,szczecin,apartmentBuilding,74.02,3.0,3.0,4.0,2012.0,53.4361339,14.5412255,1.93,39.0,0.069,0.327,0.28,0.093,0.184,0.037,0.389,condominium,brick,premium,no,yes,yes,no,yes,839000
16cc5de6eb84a9b048918280b6f9e002,szczecin,blockOfFlats,87.43,3.0,5.0,5.0,1990.0,53.4321,14.5479,1.3,76.0,0.23,0.309,0.158,0.348,0.036,0.418,0.028,cooperative,brick,,yes,no,no,no,yes,649000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,390000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.43301925,14.56977461,1.22,9.0,0.568,0.994,0.346,0.374,0.07,0.675,0.43,condominium,brick,low,no,no,no,no,yes,550000
11ab045dc3103c39d0b6c9ab37fe2981,szczecin,blockOfFlats,63.56,4.0,2.0,4.0,,53.3983721,14.4946119,5.2,2.0,1.528,2.569,0.158,1.805,0.131,3.422,0.689,condominium,,,no,yes,no,no,yes,519000
c193cdd765964196fd6d95611bfe6247,szczecin,tenement,33.32,2.0,4.0,4.0,1920.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,,no,no,333000
07026d7c3791a9298a5a3544f4274eaa,szczecin,blockOfFlats,76.0,3.0,3.0,4.0,2021.0,53.3953648,14.4923302,5.51,2.0,1.892,2.858,0.232,2.058,0.236,3.766,0.597,condominium,brick,premium,yes,yes,yes,no,no,890000
e63af56e511772353e28e6871aa34b44,szczecin,blockOfFlats,69.86,3.0,4.0,4.0,2016.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,brick,premium,yes,yes,yes,no,no,799000
917b0bb1e612122b52650e7acb0d9545,szczecin,tenement,95.78,4.0,,4.0,1945.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,649000
b525921b35146fbe0d845801234562cd,szczecin,blockOfFlats,79.59,3.0,1.0,3.0,2017.0,53.3951523,14.4937737,5.45,3.0,1.888,2.788,0.207,1.98,0.24,3.718,0.5,condominium,brick,premium,no,yes,no,no,no,839000
7ec1e260b3f3985259ec7626756775c0,szczecin,tenement,89.57,4.0,1.0,4.0,1930.0,53.43241105,14.5387773,1.78,68.0,0.075,0.458,0.284,0.245,0.057,0.294,0.142,condominium,brick,premium,no,no,,no,no,810000
1f481e8bf65b789b5d78a426268c8ee2,szczecin,blockOfFlats,60.2,4.0,4.0,4.0,1970.0,53.446985,14.5606519,2.62,9.0,0.219,0.756,0.609,0.208,0.509,1.738,0.309,cooperative,concreteSlab,,no,no,no,no,yes,479000
69254016fc42d1e353eca49f4dff7ed9,szczecin,blockOfFlats,46.24,3.0,1.0,2.0,1960.0,53.4459187,14.5013791,4.67,8.0,0.294,0.514,0.408,0.46,0.361,1.987,0.392,condominium,brick,premium,no,no,no,no,yes,599000
453d44127b80bbbd16d821121c3ed457,szczecin,blockOfFlats,57.0,2.0,1.0,3.0,2008.0,53.3574406317842,14.6005407069377,7.79,0.0,0.666,3.039,0.953,0.54,1.159,,1.1,condominium,brick,premium,yes,yes,no,no,yes,615000
77d2370adde3c3cebd8b54c6d8277f8a,szczecin,tenement,130.0,4.0,2.0,3.0,1938.0,53.4240404,14.5437466,1.14,36.0,0.205,0.373,0.153,0.24,0.19,0.597,0.35,condominium,brick,premium,no,yes,no,no,yes,999000
67362d2139fee6144d788b08cb59794a,szczecin,tenement,42.0,2.0,3.0,4.0,1935.0,53.4136738,14.5407502,1.72,3.0,0.516,0.937,0.599,0.069,0.088,0.915,0.287,condominium,brick,premium,no,no,no,no,yes,425000
9d02cfcf6367e125c12381990a9ecfd5,szczecin,blockOfFlats,45.8,2.0,3.0,4.0,1983.0,53.4074569,14.493049,4.84,4.0,0.702,1.844,0.438,0.991,0.108,2.902,0.5,condominium,concreteSlab,premium,no,yes,no,no,yes,430000
a5b4721df8175ca7afb0e1ffde03cb7c,szczecin,blockOfFlats,36.67,2.0,,3.0,1930.0,53.4492419,14.50149167,4.88,11.0,0.229,0.834,0.11,0.596,0.292,2.087,0.125,condominium,brick,premium,no,no,no,no,no,352000
915386764ab78d8ed39fe685181da9b3,szczecin,tenement,65.0,3.0,2.0,4.0,1930.0,53.4186337,14.5482692,0.99,9.0,0.36,0.338,0.312,0.623,0.385,1.112,0.377,condominium,brick,premium,no,no,no,no,yes,508000
4756498cb0b499431d8364a0bc1a2394,szczecin,blockOfFlats,60.44,3.0,,4.0,1960.0,53.42410635,14.53809642,1.52,25.0,0.092,0.508,0.205,0.614,0.159,0.641,0.16,condominium,brick,low,no,no,no,no,yes,508000
f444613028d3ae79b61a8e844c7d5195,szczecin,blockOfFlats,105.0,4.0,2.0,3.0,2009.0,53.4538212,14.6692962,7.93,0.0,,,,4.96,4.806,,4.618,condominium,brick,premium,yes,yes,no,no,no,788000
0ea042e8a52becd6dfede570de682a2f,szczecin,,80.0,3.0,,1.0,2017.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,condominium,,premium,yes,no,no,no,no,799000
2fea8514f59403b27690f388e9b981dd,szczecin,,38.14,2.0,9.0,12.0,1975.0,53.40616245,14.49893838,4.54,5.0,0.617,2.029,0.045,1.089,0.397,2.645,0.087,condominium,concreteSlab,low,no,yes,yes,no,yes,337000
8b81ab4a926fa93868d4486983146dee,szczecin,,57.8,3.0,9.0,12.0,1972.0,53.44498463,14.55233569,2.47,16.0,0.252,0.442,0.376,0.462,0.119,1.199,0.06,cooperative,concreteSlab,,no,yes,yes,no,yes,467000
9b9c5450fef00b86b4d995672549bdda,szczecin,blockOfFlats,33.0,2.0,,4.0,2000.0,53.3675846,14.6444151,8.31,6.0,0.525,0.323,0.744,0.952,0.516,,0.272,cooperative,brick,premium,yes,yes,no,no,no,394000
f3618a116855be061f6b6b6b35e651b3,szczecin,blockOfFlats,51.8,3.0,1.0,11.0,1980.0,53.42161413,14.52361457,2.48,6.0,0.425,0.494,0.781,1.032,0.479,0.565,0.037,cooperative,concreteSlab,premium,no,yes,yes,no,yes,489999
21c8557b4cb3716ad171f94ada7e93b8,szczecin,,71.03,3.0,1.0,1.0,2015.0,53.47718571,14.53451553,6.23,0.0,1.254,2.509,1.128,0.825,0.793,3.325,0.754,condominium,brick,premium,yes,yes,no,no,no,799999
ee095d04e51bfc46c495b7304c351141,szczecin,tenement,103.0,4.0,3.0,4.0,1920.0,53.42742869,14.53226104,1.95,18.0,0.202,0.558,0.103,0.581,0.049,0.776,0.079,condominium,brick,premium,yes,yes,no,no,yes,799999
4cc526db21afa9861c7ec26124a0951e,szczecin,blockOfFlats,77.0,3.0,,2.0,1906.0,53.44524123,14.54830179,2.57,15.0,0.517,0.556,0.316,0.275,0.16,1.082,0.081,condominium,brick,premium,no,no,no,no,yes,599999
d3f6b8e9017f6bad5aea5d9ca180be0f,szczecin,tenement,46.52,2.0,4.0,4.0,1930.0,53.42523986,14.53791809,1.54,32.0,0.186,0.556,0.332,0.57,0.261,0.592,0.18,condominium,brick,premium,no,no,,no,no,467000
63c5a1ae510d2f95b61a47f7fb57e566,szczecin,apartmentBuilding,63.14,3.0,1.0,7.0,2018.0,53.41507634,14.54050921,1.64,5.0,0.362,0.815,0.543,0.179,0.191,0.793,0.193,condominium,brick,premium,no,yes,yes,no,no,679000
8dd6b853aa94b1d4c5cf12934d689e37,szczecin,blockOfFlats,44.6,2.0,2.0,4.0,1980.0,53.4520231,14.5014999,5.06,14.0,0.099,1.127,0.303,0.397,0.277,2.219,0.118,condominium,brick,premium,no,no,,no,no,459000
b76c23521ed3e1ed71e52b0b7d2e128d,szczecin,blockOfFlats,26.3,1.0,2.0,10.0,1980.0,53.4187193,14.5445331,1.21,9.0,0.233,0.479,0.55,0.592,0.366,0.866,0.335,cooperative,concreteSlab,low,no,no,yes,no,no,279000
72d8e1271995777d5e2131e9d684820b,szczecin,tenement,49.7,2.0,1.0,4.0,1950.0,53.4390594,14.5216899,3.13,0.0,0.502,0.818,0.714,0.691,0.565,0.63,0.564,condominium,brick,premium,no,no,,no,no,489000
e1b6bd49aa3f8fe20effb2886a20e4e2,szczecin,tenement,94.0,3.0,3.0,3.0,,53.4282073,14.5315583,2.02,20.0,0.295,0.639,0.124,0.581,0.095,0.802,0.068,condominium,brick,low,no,no,no,no,yes,599000
f0b96353c31d48b8fe2510c2381354d2,szczecin,tenement,44.74,3.0,2.0,3.0,1935.0,53.4332455,14.5106162,3.51,16.0,0.101,1.046,0.297,0.215,0.321,1.429,0.135,condominium,brick,low,no,no,no,no,yes,332000
345af6020014c6cacb4d26b8d82330af,szczecin,tenement,52.85,3.0,2.0,3.0,1930.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,brick,low,no,no,no,no,no,369000
7cff456da5a8fece753418deeb0e0728,szczecin,blockOfFlats,59.4,3.0,7.0,12.0,1980.0,53.3763791,14.6512145,7.95,12.0,0.169,0.349,0.323,0.12,0.393,,0.309,cooperative,concreteSlab,low,no,no,yes,no,no,439000
223c9d41f560e9d8fd510852d0fa0aa1,szczecin,,97.12,3.0,1.0,1.0,1930.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,yes,no,no,no,no,769000
b53b0d8e1da135f8e3998c40a0c0bc38,szczecin,blockOfFlats,87.6,4.0,4.0,4.0,2010.0,53.45716585,14.58363125,4.04,7.0,0.124,1.228,0.94,0.852,0.162,0.703,0.23,condominium,,low,yes,no,yes,no,no,572000
5e2ca3e894aca9dd53e11ed416badd94,szczecin,tenement,101.0,3.0,3.0,4.0,1930.0,53.4310784,14.53276289,2.05,30.0,0.26,0.621,0.302,0.463,0.209,0.644,0.186,condominium,brick,premium,no,yes,no,no,yes,559000
2878f668d8b1a90c9c288cfbe8e4b4bc,szczecin,blockOfFlats,63.2,3.0,4.0,5.0,2000.0,53.4579273,14.5808001,4.06,8.0,0.086,1.246,0.773,0.688,0.32,0.551,0.091,cooperative,brick,premium,no,no,no,no,yes,499000
1fb190f8df6ac954aac529f34223cebd,szczecin,blockOfFlats,42.0,2.0,2.0,4.0,1997.0,53.4568488,14.5832816,4.0,7.0,0.105,1.27,0.927,0.87,0.132,0.723,0.244,condominium,brick,,no,yes,no,no,yes,345000
bd308ff8453b00521d7289b8872d0389,szczecin,tenement,104.0,4.0,1.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,no,no,yes,720000
27e724b9512d1073b0469a22737d739d,szczecin,blockOfFlats,68.15,3.0,,2.0,1930.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,condominium,brick,low,yes,yes,no,no,no,650000
fd418b3f27cc70d2f6ce461626597385,szczecin,tenement,101.0,3.0,3.0,4.0,1930.0,53.4310784,14.53276289,2.05,30.0,0.26,0.621,0.302,0.463,0.209,0.644,0.186,condominium,brick,premium,no,yes,no,no,yes,559000
519cb8b3d5e9bc67c6a2e5d735a81bc9,szczecin,,77.86,4.0,4.0,4.0,1991.0,53.42854865,14.5330613,1.94,27.0,0.255,0.69,0.214,0.475,0.184,0.698,0.058,condominium,brick,low,yes,yes,no,no,yes,480000
9d8b6c906be152a0002622264f7e3a42,szczecin,blockOfFlats,54.9,2.0,1.0,3.0,2001.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,condominium,brick,premium,yes,yes,no,no,yes,530000
2c1a11ecb4e727319f653284992c6291,szczecin,blockOfFlats,38.09,2.0,5.0,10.0,1964.0,53.4455944912701,14.5409062787086,2.8,9.0,0.391,0.792,0.164,0.216,0.063,0.765,0.125,cooperative,concreteSlab,low,no,yes,yes,yes,yes,330000
f5d4c2d13549cb7d544cafff3e57a5e9,szczecin,blockOfFlats,69.0,3.0,1.0,10.0,1990.0,53.4137654,14.5410018,1.7,3.0,0.505,0.941,0.61,0.053,0.073,0.918,0.269,condominium,,,no,yes,no,no,yes,600000
11aa33b17fbc3ff05d824073fd35b29e,szczecin,blockOfFlats,47.08,2.0,4.0,4.0,,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,concreteSlab,premium,no,no,no,no,yes,415000
813b93909473f553f7703370bdffbed8,szczecin,,65.0,3.0,3.0,5.0,1989.0,53.4242818,14.5386425,1.48,27.0,0.072,0.549,0.224,0.577,0.178,0.654,0.201,cooperative,brick,,no,yes,no,no,yes,550000
612a10db32cad681782441558ed32a0d,szczecin,,73.22,3.0,3.0,5.0,1983.0,53.4324083,14.536559,1.9,49.0,0.103,0.428,0.163,0.313,0.134,0.363,0.288,cooperative,concreteSlab,premium,no,yes,yes,no,no,719000
ba344113233788cd97bf4e98736f8d78,szczecin,,62.0,3.0,1.0,4.0,1980.0,53.4330206,14.5483543,1.36,67.0,0.126,0.218,0.051,0.318,0.114,0.515,0.11,cooperative,concreteSlab,,no,yes,no,no,no,490000
122f4d7d9eac70f21a369ad8b5db48ae,szczecin,blockOfFlats,56.9,2.0,2.0,2.0,2012.0,53.4728381,14.5614497,5.5,0.0,1.309,2.003,0.9,0.92,0.861,1.594,1.27,condominium,,premium,yes,yes,yes,no,yes,599000
2e3c983c80b379f33e28bd0ab39cceb0,szczecin,blockOfFlats,57.22,2.0,2.0,4.0,1997.0,53.3673919,14.6451201,8.36,6.0,0.565,0.361,0.694,0.903,0.465,,0.299,cooperative,brick,,yes,yes,no,no,no,499000
17245f9a43afa6e6d6d2b8535e122270,szczecin,blockOfFlats,75.0,4.0,3.0,4.0,1975.0,53.491111,14.584167,7.68,1.0,1.579,0.727,0.524,0.616,0.53,3.184,0.356,condominium,,,no,yes,no,no,yes,647000
2e079cb823817d1af8a72eaa2a6fda68,szczecin,blockOfFlats,63.6,4.0,2.0,4.0,1973.0,53.3645265,14.5926621,6.88,5.0,0.268,3.272,0.013,0.119,0.583,,0.478,condominium,concreteSlab,premium,yes,yes,no,no,yes,546000
7ae3904392795c996bd11008d2f92175,szczecin,blockOfFlats,47.72,2.0,6.0,10.0,1985.0,53.4534469,14.5529366,3.38,10.0,0.407,0.681,0.336,0.338,0.209,1.921,0.203,cooperative,concreteSlab,premium,no,yes,yes,no,yes,450000
765b37f8615ded6abc0fde40f971abef,szczecin,,33.0,2.0,3.0,4.0,,53.433,14.5484,1.35,67.0,0.126,0.217,0.052,0.319,0.115,0.515,0.108,condominium,,,no,no,,no,no,349000
548441f36f7b5f51851a03d770c91301,szczecin,,32.0,1.0,3.0,8.0,1980.0,53.4316221,14.5163271,3.1,12.0,0.189,1.363,0.123,0.226,0.103,1.173,0.244,cooperative,concreteSlab,,no,no,yes,no,no,285000
824c827dea367458da977caf899b2920,szczecin,,113.0,4.0,3.0,4.0,,53.4249898,14.5359984,1.66,33.0,0.17,0.437,0.342,0.634,0.239,0.643,0.179,condominium,brick,,no,yes,no,no,no,759000
446cc23e64c7668828146bccfc4c8525,szczecin,,129.0,5.0,3.0,3.0,2007.0,53.4629,14.5421,4.57,5.0,0.417,1.097,0.257,0.374,0.182,2.407,0.067,condominium,,,yes,yes,no,no,no,825000
f0f8b8a87e009b68e0e34515577c1497,szczecin,blockOfFlats,53.6,2.0,1.0,4.0,1995.0,53.4324083,14.536559,1.9,49.0,0.103,0.428,0.163,0.313,0.134,0.363,0.288,cooperative,brick,,yes,yes,no,no,yes,470000
369f6068e1d0c1eee4e011c0c1b9ce73,szczecin,tenement,74.9,3.0,4.0,4.0,1930.0,53.4273184,14.543117,1.26,61.0,0.216,0.379,0.26,0.401,0.11,0.233,0.071,condominium,brick,premium,yes,no,no,no,yes,399000
ba6c7916dded0490d347660d6bbaa7fa,szczecin,blockOfFlats,61.81,3.0,3.0,4.0,2000.0,53.36769065,14.6452873,8.34,7.0,0.542,0.336,0.689,0.896,0.467,,0.269,cooperative,brick,,no,yes,no,no,no,569000
98195c7732cafa4d6857dbf3a15bcfb2,szczecin,tenement,40.55,2.0,3.0,3.0,1937.0,53.4328328,14.5481871,1.35,75.0,0.149,0.239,0.074,0.342,0.093,0.492,0.089,condominium,brick,premium,no,no,no,no,yes,425000
b21197ef916bbf7b7f0cae1be2532731,szczecin,,30.0,1.0,2.0,9.0,,53.4381075,14.544269,1.97,26.0,0.223,0.401,0.09,0.171,0.037,0.271,0.091,cooperative,,,no,no,no,no,no,315000
f4374c01d0769ea992151f2000a76067,szczecin,tenement,57.34,2.0,,1.0,,53.3642,14.6607,9.33,6.0,0.352,1.367,0.4,0.285,0.387,,0.424,condominium,brick,,yes,no,no,no,no,367500
fa0b1ac586833ac13f3965133d993e3d,szczecin,blockOfFlats,77.89,3.0,,4.0,1991.0,53.4617144,14.5577108,4.27,3.0,1.077,0.971,0.915,0.487,0.776,1.377,0.124,condominium,concreteSlab,premium,no,yes,no,no,yes,635000
89f8ce7ab0b685d425583163fc03c78e,szczecin,blockOfFlats,63.0,3.0,,4.0,1950.0,53.4455685,14.541856,2.77,11.0,0.378,0.828,0.137,0.154,0.125,0.819,0.128,condominium,,,no,yes,no,no,yes,530000
8d64a697f17f9f8832f3ebd64444c964,szczecin,tenement,69.08,3.0,1.0,4.0,1930.0,53.4449,14.5385,2.82,10.0,0.504,0.643,0.332,0.377,0.014,0.588,0.275,condominium,brick,,no,yes,no,no,no,565400
c0857b6a1436752e3b9cbe83b7cbcaa4,szczecin,,43.5,2.0,7.0,8.0,,53.4318,14.5169,3.07,11.0,0.155,1.365,0.15,0.255,0.125,1.131,0.267,condominium,,,no,no,yes,no,no,419000
866e1bc7dea69d89fc7bd8a9261408d6,szczecin,,75.0,4.0,3.0,4.0,1930.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,condominium,brick,,no,yes,no,no,no,525000
81d5b77de99e7e10a778cf3a66ed39d4,szczecin,blockOfFlats,54.26,2.0,1.0,3.0,2008.0,53.3574339,14.6004777,7.79,0.0,0.662,3.043,0.952,0.536,1.159,,1.1,condominium,brick,premium,yes,yes,no,no,yes,637000
4f003a216583e43451c9b1e073c5f8db,szczecin,blockOfFlats,43.5,2.0,7.0,8.0,1973.0,53.428593,14.5157906,3.05,8.0,0.518,1.212,0.405,0.116,0.214,1.417,0.486,cooperative,concreteSlab,premium,no,yes,yes,no,yes,429000
c7803456bb2d776260e99d683595e790,szczecin,apartmentBuilding,42.0,2.0,,10.0,2023.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,brick,,no,no,yes,no,no,482000
157d38d909d572f23f499bab3321240d,szczecin,,29.0,1.0,6.0,10.0,,53.4329,14.5548,1.13,54.0,0.245,0.256,0.092,0.271,0.068,0.602,0.087,condominium,,,no,no,yes,no,no,319999
f2b912c68267a251937312d142bbe94c,szczecin,apartmentBuilding,79.0,3.0,2.0,6.0,2013.0,53.4225,14.5406,1.35,19.0,0.124,0.64,0.147,0.487,0.151,0.666,0.121,condominium,brick,premium,yes,no,yes,no,no,930000
da01c01dcc105fcd7e3b8949e854e0e7,szczecin,,52.6,2.0,1.0,3.0,,53.45410529,14.55036163,3.49,6.0,0.559,0.853,0.205,0.371,0.339,1.845,0.056,cooperative,,,no,yes,no,yes,no,485000
15a6bf7368f7755b300156566a68ed3f,szczecin,blockOfFlats,86.59,3.0,3.0,3.0,2011.0,53.4335341,14.4830325,5.29,1.0,1.303,1.238,0.861,0.716,0.901,3.203,0.436,condominium,,premium,no,yes,no,no,no,690000
e7078fe720afdeb6ec361706995fe0f6,szczecin,blockOfFlats,34.68,2.0,3.0,3.0,2003.0,53.4613134,14.5425304,4.39,3.0,0.591,0.972,0.431,0.551,0.024,2.253,0.119,condominium,,low,yes,yes,no,no,no,385000
26b17b8b24b7ab4e29412fe06d1efedc,szczecin,blockOfFlats,80.35,3.0,,1.0,1930.0,53.4441,14.50464,4.38,9.0,0.431,0.226,0.231,0.305,0.239,1.742,0.226,condominium,brick,premium,yes,no,no,no,yes,739000
2f82f982967b4e5430bb7b9931262b8f,szczecin,tenement,114.0,5.0,5.0,5.0,1930.0,53.42858577,14.54752922,1.06,88.0,0.474,0.141,0.31,0.415,0.139,0.283,0.182,condominium,brick,premium,no,no,yes,no,no,785000
da360c88f0a3ba9506aae6404366b61a,szczecin,,53.0,2.0,3.0,4.0,1930.0,53.445704,14.5227193,3.55,1.0,0.59,0.994,0.936,0.954,0.511,0.653,0.499,condominium,brick,premium,no,yes,no,no,no,499000
8dd9351e3c26c26199c4712d8f32dd05,szczecin,tenement,38.69,2.0,2.0,2.0,1930.0,53.4230645,14.51392882,3.12,4.0,0.24,1.128,0.919,0.739,0.833,1.225,0.124,condominium,brick,low,no,no,no,no,yes,299000
8c67fa4e92dc30f8d1e72e40ef5dfc2f,szczecin,tenement,86.0,3.0,4.0,4.0,1940.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,no,579000
